text,canonical_form_1,canonical_form_2,canonical_form_3,category_1,severity_rating,severity_description
nicker,nigger,,,racial / ethnic slurs,3.0,Severe
nickk3r,nigger,,,racial / ethnic slurs,3.0,Severe
nickker,nigger,,,racial / ethnic slurs,3.0,Severe
nig,nigger,,,racial / ethnic slurs,3.0,Severe
nig-nog,nigger,,,racial / ethnic slurs,2.8,Severe
niga,nigger,,,racial / ethnic slurs,2.6,Severe
nigah,nigger,,,racial / ethnic slurs,2.8,Severe
nigasses,nigger,ass,,racial / ethnic slurs,3.0,Severe
nigers,nigger,,,racial / ethnic slurs,3.0,Severe
nigg@,nigger,,,racial / ethnic slurs,2.8,Severe
nigg@hs,nigger,,,racial / ethnic slurs,2.8,Severe
nigg@s,nigger,,,racial / ethnic slurs,2.8,Severe
nigg@z,nigger,,,racial / ethnic slurs,2.6,Severe
nigg@zzes,nigger,,,racial / ethnic slurs,2.8,Severe
nigg3r,nigger,,,racial / ethnic slurs,3.0,Severe
nigg3rs,nigger,,,racial / ethnic slurs,3.0,Severe
nigg4h,nigger,,,racial / ethnic slurs,3.0,Severe
nigg4hs,nigger,,,racial / ethnic slurs,2.8,Severe
nigga,nigger,,,racial / ethnic slurs,2.8,Severe
nigga lover,nigger,,,racial / ethnic slurs,3.0,Severe
niggah,nigger,,,racial / ethnic slurs,2.8,Severe
niggahs,nigger,,,racial / ethnic slurs,2.2,Strong
niggahz,nigger,,,racial / ethnic slurs,3.0,Severe
niggas,nigger,,,racial / ethnic slurs,2.8,Severe
niggass,nigger,ass,,racial / ethnic slurs,2.6,Severe
niggaz,nigger,,,racial / ethnic slurs,2.2,Strong
niggazzes,nigger,,,racial / ethnic slurs,2.8,Severe
nigger,nigger,,,racial / ethnic slurs,3.0,Severe
nigger lover,nigger,,,racial / ethnic slurs,3.0,Severe
niggers,nigger,,,racial / ethnic slurs,3.0,Severe
niggerz,nigger,,,racial / ethnic slurs,3.0,Severe
niggir,nigger,,,racial / ethnic slurs,3.0,Severe
niggress,nigger,,,racial / ethnic slurs,3.0,Severe
nigguh,nigger,,,racial / ethnic slurs,2.8,Severe
nigguhs,nigger,,,racial / ethnic slurs,3.0,Severe
nigguhz,nigger,,,racial / ethnic slurs,3.0,Severe
niglet,nigger,,,racial / ethnic slurs,3.0,Severe
nignigs,nigger,,,racial / ethnic slurs,3.0,Severe
nignog,nigger,,,racial / ethnic slurs,2.8,Severe
nigra,nigger,,,racial / ethnic slurs,2.8,Severe
nigre,nigger,nigga,,racial / ethnic slurs,3.0,Severe
nigs,nigger,,,racial / ethnic slurs,2.8,Severe
niguh,nigger,,,racial / ethnic slurs,2.8,Severe
nikk3r,nigger,,,racial / ethnic slurs,3.0,Severe
nikkas,nigger,,,racial / ethnic slurs,3.0,Severe
nikker,nigger,,,racial / ethnic slurs,2.8,Severe
nip,nipple,,,sexual,2.0,Strong
nob jockey,knob,,,sexual,2.2,Strong
nob jokeys,knob,,,sexual,1.8,Strong
nobbyhead,knob,,,sexual,1.4,Mild
nobhead,knob,,,sexual,1.6,Strong
nobheads,knob,,,sexual,1.4,Mild
nobj0key,knob,,,sexual,1.8,Strong
nobjockies,knob,,,sexual,1.8,Strong
nobjocky,knob,,,sexual,2.4,Strong
nobjokey,knob,,,sexual,2.0,Strong
nobjokeys,knob,,,sexual orientation / sexual,1.8,Strong
nobs,knob,,,sexual,1.2,Mild
nonce,nonce,,,other / general insult,1.4,Mild
nuckas,nigger,,,racial / ethnic slurs,2.6,Severe
nuggets,nigger,,,racial / ethnic slurs,1.2,Mild
nut butter,nut butter,,,violence / violence,1.4,Mild
nutsack,nutsack,,,sexual,1.8,Strong
nutsacks,nutsack,,,sexual,1.6,Strong
nympho,nymph,,,sexual,1.0,Mild
nymphomaniac,nymph,,,other / general insult,1.4,Mild
octopussy,pussy,,,sexual,1.2,Mild
oven dodger,oven dodger,,,racial / ethnic slurs,2.0,Strong
p3n1shead,penis,,,sexual,1.8,Strong
p3nisfcker,penis,fuck,,sexual,3.0,Severe
p3nisfcukers,fuck,penis,,sexual,2.8,Severe
p3nisfvcker,penis,fuck,,sexual,2.8,Severe
p3nisfvckers,penis,fuck,,sexual,2.8,Severe
pack my fudge,fudge packer,,,sexual,2.0,Strong
packerfudgehead,fudge packer,,,sexual,2.2,Strong
packing fudge,fudge packer,,,sexual,2.4,Strong
packing fudgehead,fudge packer,,,violence / violence,1.8,Strong
packingfudge,fudge packer,,,sexual,2.4,Strong
packingfudgefucker,fudge packer,fuck,,sexual,2.8,Severe
packingfudgefucking,fudge packer,fuck,,sexual,2.4,Strong
packsomefudgefucker,fudge packer,fuck,,sexual,2.4,Strong
paki,paki,,,racial / ethnic slurs,2.6,Severe
palm jockey,palm jockey,,,sexual,1.2,Mild
pancake face,pancake face,,,racial / ethnic slurs,1.6,Strong
pecker,pecker,,,sexual,1.4,Mild
peckerhead,pecker,,,sexual,1.6,Strong
pedo,pedophile,,,sexual,2.2,Strong
pedobear,pedophile,,,sexual orientation / sexual,2.0,Strong
pedobears,pedophile,,,other / general insult,2.2,Strong
pedophl,pedophile,,,sexual,2.2,Strong
pedos,pedophile,,,other / general insult,2.4,Strong
pedoz,pedophile,,,sexual,2.0,Strong
peen,penis,,,sexual,1.0,Mild
peener,penis,,,sexual,1.0,Mild
penisfcker,penis,fuck,,sexual,3.0,Severe
penisfuccer,penis,fuck,,sexual,2.8,Severe
penisfucker,fuck,penis,,sexual,3.0,Severe
penisfuckers,fuck,penis,,sexual,3.0,Severe
penisfvcker,penis,fuck,,sexual,3.0,Severe
penisfvckers,penis,fuck,,sexual,2.8,Severe
penishead,penis,,,sexual,1.4,Mild
peter,peter puffer,,,sexual,1.0,Mild
peter puffer,peter puffer,,,sexual orientation / sexual,1.8,Strong
ph@ggots,faggot,,,sexual orientation / sexual,2.8,Severe
phaggot,faggot,,,sexual orientation / sexual,2.8,Severe
phaggots,faggot,,,sexual orientation / sexual,3.0,Severe
phagot,faggot,,,sexual orientation / sexual,3.0,Severe
phags,faggot,,,sexual orientation / sexual,3.0,Severe
phuc,fuck,,,sexual,2.0,Strong
phucc,fuck,,,sexual,2.0,Strong
phuccer,fuck,,,sexual,2.2,Strong
phucchead,fuck,,,sexual,2.0,Strong
phuccing,fuck,,,sexual,1.8,Strong
phuck,fuck,,,sexual,2.2,Strong
phuck3r,fuck,,,sexual,1.8,Strong
phucked,fuck,,,sexual,2.0,Strong
phucker,fuck,,,sexual,2.2,Strong
phuckin,fuck,,,sexual,2.0,Strong
phucking,fuck,,,sexual,2.4,Strong
phuckings,fuck,,,sexual,2.4,Strong
phucks,fuck,,,sexual,2.0,Strong
phucup,fuck,,,sexual,1.8,Strong
phuk,fuck,,,sexual,2.0,Strong
phuked,fuck,,,sexual,2.2,Strong
phukeds,fuck,,,sexual,2.0,Strong
phukhead,fuck,,,sexual,2.4,Strong
phuking,fuck,,,sexual,2.2,Strong
phukings,fuck,,,sexual,2.2,Strong
phukk,fuck,,,sexual,1.8,Strong
phukked,fuck,,,sexual,2.0,Strong
phukkeds,fuck,,,sexual,2.0,Strong
phukker,fuck,,,sexual,2.2,Strong
Phukking,fuck,,,sexual,1.8,Strong
phuks,fuck,,,sexual,2.2,Strong
phukshit,fuck,shit,,sexual,2.2,Strong
phuku,fuck,,,sexual,2.2,Strong
phukup,fuck,,,sexual,1.8,Strong
phuq,fuck,,,sexual,2.2,Strong
phuqs,fuck,,,sexual,1.8,Strong
phvckings,fuck,,,sexual,2.2,Strong
pig fucker,fuck,pig,,sexual,2.8,Severe
pigfucker,fuck,pig,,sexual,2.6,Severe
pigfuckers,fuck,pig,,sexual,3.0,Severe
pigfucking,fuck,pig,,sexual,2.6,Severe
pigfukker,fuck,pig,,sexual,2.8,Severe
piggyfuck,fuck,pig,,sexual,3.0,Severe
pigshit,shit,pig,,violence / violence,1.4,Mild
pillow biter,pillow biter,,,sexual,2.4,Strong
pillow-biter,pillow biter,,,sexual orientation / sexual,1.6,Strong
piss face,piss,,,violence / violence,1.4,Mild
piss off fuckhead,fuck,,,sexual,3.0,Severe
piss shit,piss,shit,,violence / violence,1.4,Mild
pissoff,piss,,,violence / violence,1.2,Mild
pissoffs,piss,,,violence / violence,1.4,Mild
pole licker,pole licker,,,sexual,2.2,Strong
pole smoker,pole smoker,,,sexual,2.0,Strong
pole sucker,pole sucker,,,sexual,1.8,Strong
polesmoker,polesmoker,,,sexual,2.2,Strong
porch monkey,porch monkey,,,racial / ethnic slurs,3.0,Severe
prick,prick,,,sexual,1.0,Mild
prick-face,prick,,,sexual,1.2,Mild
prick-gobbler,prick,,,sexual,2.2,Strong
prick-head,prick,,,sexual,1.8,Strong
pricks,prick,,,sexual,1.0,Mild
pu$sy,pussy,,,sexual,1.6,Strong
pu55y,pussy,,,sexual,1.6,Strong
pull the pud,pull the pud,,,sexual,1.2,Mild
punani,punani,,,sexual,1.8,Strong
punk ass mofoes,motherfucker,ass,,sexual,2.8,Severe
punkasses,ass,,,other / general insult,1.2,Mild
puss,pussy,,,sexual,1.4,Mild
pusses,pussy,,,sexual,1.4,Mild
pussie,pussy,,,sexual,2.0,Strong
pussies,pussy,,,sexual,1.0,Mild
pussless,pussy,,,sexual,2.0,Strong
pusslicker,pussy,,,sexual,2.2,Strong
pussy,pussy,,,sexual,1.4,Mild
pussy cat,pussy,,,sexual,1.4,Mild
pussy fucker,fuck,,,sexual,2.8,Severe
pussy lick,pussy,,,sexual,2.4,Strong
pussy licker,pussy,,,sexual,2.4,Strong
pussy licking,pussy,,,sexual,2.4,Strong
pussylickers,pussy,,,sexual,2.8,Severe
pussys,pussy,,,sexual,2.0,Strong
pussywhipped,pussy,,,sexual,1.8,Strong
puta,punta,,,sexual orientation / sexual,1.8,Strong
puussy,pussy,,,sexual,1.4,Mild
puzzies,pussy,,,sexual,1.4,Mild
puzzy,pussy,,,sexual,1.2,Mild
queerasses,queer,ass,,sexual orientation / sexual,3.0,Severe
queers,queer,,,sexual orientation / sexual,1.8,Strong
r3t@rd,retard,,,bad language,2.8,Severe
r3t@rded,retarded,,,bad language,2.8,Severe
r3tard,retard,,,bad language,2.6,Severe
raghead,raghead,,,racial / ethnic slurs,3.0,Severe
ragheads,raghead,,,racial / ethnic slurs,2.6,Severe
ragtard,retard,raghead,,racial / ethnic slurs,3.0,Severe
ramrod,ramrod,,,sexual,1.0,Mild
rat bastard,bastard,,,other / general insult,1.6,Strong
rat baztad,bastard,,,animal references,1.8,Strong
reacharound,reacharound,,,sexual,1.2,Mild
rectum,rectum,,,sexual,1.0,Mild
redskin,redskin,,,racial / ethnic slurs,2.2,Strong
retard,retard,,,bad language,2.8,Severe
retardo,retard,,,physical disability,2.6,Severe
retardotron,retard,,,bad language,1.8,Strong
rice monkey,monkey,,,racial / ethnic slurs,3.0,Severe
rim job,rim job,,,sexual,2.0,Strong
s_h_i_,shit,,,violence / violence,1.2,Mild
s_h_i_s,shit,,,violence / violence,1.0,Mild
s-lut,slut,,,sexual orientation / sexual,1.8,Strong
s.o.b.,bitch,,,other / general insult,1.2,Mild
s.o.b.s,bitch,,,other / general insult,1.6,Strong
s/h/i/t,shit,,,violence / violence,1.0,Mild
S&M,sadomasochism,,,sexual,1.0,Mild
sack,ballsack,,,sexual,1.0,Mild
salad tosser,salad tosser,,,sexual,2.0,Strong
sambo,sambo,,,racial / ethnic slurs,2.2,Strong
sand nigger,nigger,,,racial / ethnic slurs,3.0,Severe
sausage jockey,sausage jockey,,,sexual,2.6,Severe
scamfuck,fuck,,,sexual,2.4,Strong
schlong,schlong,,,sexual,1.0,Mild
scumfuck,fuck,scum,,sexual,2.8,Severe
scumfucker,fuck,scum,,sexual,2.8,Severe
scumfvck,fuck,scum,,sexual,2.4,Strong
scummy,scum,,,other / general insult,1.2,Mild
scut,scut,,,other / general insult,1.0,Mild
sh! +,shit,,,violence / violence,1.2,Mild
sh!+,shit,,,violence / violence,1.0,Mild
sh1s,shit,,,violence / violence,1.0,Mild
sh1t,shit,,,violence / violence,1.2,Mild
sh1t3,shit,,,violence / violence,1.0,Mild
sh1td1ck,shit,dick,,violence / violence,2.0,Strong
sh1tdick,shit,dick,,sexual,2.4,Strong
sh1te,shit,,,violence / violence,1.0,Mild
sh1tfuck,fuck,shit,,other / general insult,2.6,Severe
sh1th3ad,shit,,,violence / violence,2.0,Strong
sh1theads,shit,,,violence / violence,2.0,Strong
sh1ts,shit,,,violence / violence,1.0,Mild
sh1tsome,shit,,,violence / violence,1.2,Mild
sh1tt,shit,,,violence / violence,1.0,Mild
sh1tty,shit,,,violence / violence,1.2,Mild
sh3mal3,shemale,,,sexual orientation / sexual,2.6,Severe
sh3male,shemale,,,sexual orientation / sexual,2.4,Strong
shat,shit,,,violence / violence,1.2,Mild
she-male,shemale,,,sexual orientation / sexual,2.8,Severe
sheeeet,shit,,,violence / violence,1.0,Mild
sheet,shit,,,violence / violence,1.0,Mild
sheister,shit,,,racial / ethnic slurs,2.0,Strong
shemal3,shemale,,,sexual orientation / sexual,1.8,Strong
shemale,shemale,,,sexual orientation / sexual,2.6,Severe
shemales,shemale,,,sexual orientation / sexual,1.8,Strong
shet,shit,,,violence / violence,1.0,Mild
shi+,shit,,,violence / violence,1.0,Mild
shi+e,shit,,,violence / violence,1.0,Mild
shi+y,shit,,,violence / violence,1.0,Mild
shiat,shit,,,violence / violence,1.0,Mild
shiddick,shit,dick,,sexual,2.0,Strong
shiester,shiester,,,racial / ethnic slurs,2.0,Strong
shiesterfuck,fuck,shit,,sexual,2.2,Strong
shiesterfuckface,fuck,shit,,sexual,2.8,Severe
shiesterfuckhead,fuck,shit,,sexual,2.2,Strong
shiesterfucks,fuck,shit,,sexual,2.4,Strong
shipdit,shit,,,violence / violence,1.4,Mild
shit,shit,,,violence / violence,1.2,Mild
shit face,shit,,,violence / violence,1.8,Strong
shit for brains,shit,,,violence / violence,1.6,Strong
shit fuck,fuck,shit,,other / general insult,2.4,Strong
shit fucker,fuck,shit,,sexual,2.8,Severe
shit head,shit,,,violence / violence,1.8,Strong
shit licker,shit,,,violence / violence,2.0,Strong
shit stain,shit,,,violence / violence,1.8,Strong
shit-arse,shit,arse,,sexual,1.6,Strong
shit-ass,shit,ass,,violence / violence,2.0,Strong
shit-bandit,shit,,,violence / violence,1.6,Strong
shit-fucker,fuck,shit,,sexual,2.6,Severe
shit-stuffers,shit,,,sexual,1.8,Strong
shit3,shit,,,violence / violence,1.0,Mild
shitass,shit,ass,,sexual,2.0,Strong
shitasses,shit,ass,,sexual,2.0,Strong
shitassfucker,fuck,shit,ass,sexual,2.6,Severe
shitassfuckface,fuck,shit,ass,sexual,2.8,Severe
shitbag,shit,,,violence / violence,2.0,Strong
shitbird,shit,,,violence / violence,1.8,Strong
shitblimp,shit,,,violence / violence,1.6,Strong
shitblimps,shit,,,violence / violence,1.6,Strong
shitbrain,shit,,,violence / violence,2.0,Strong
shitd1ck,shit,dick,,sexual,2.0,Strong
shitdick,shit,dick,,sexual,2.4,Strong
shitdicks,shit,dick,,sexual,2.0,Strong
shitdikk,shit,dick,,violence / violence,2.0,Strong
shitdip,shit,,,violence / violence,1.8,Strong
shite,shit,,,violence / violence,1.0,Mild
shiteblimps,shit,,,violence / violence,1.8,Strong
shited,shit,,,violence / violence,1.2,Mild
shitedick,shit,dick,,sexual,2.0,Strong
shitefuck,fuck,shit,,sexual,1.6,Strong
shitefulls,shit,,,violence / violence,1.8,Strong
shitehead,shit,,,violence / violence,1.8,Strong
shites,shit,,,violence / violence,1.0,Mild
shitey,shit,,,violence / violence,1.2,Mild
shitface,shit,,,violence / violence,2.0,Strong
shitfaced,shit,,,violence / violence,1.2,Mild
shitfacefuck,fuck,shit,,sexual,2.8,Severe
shitfacefucker,fuck,shit,,sexual,2.6,Severe
shitfck,shit,fuck,,sexual,2.4,Strong
shitfk,shit,fuck,,sexual,1.8,Strong
shitfreak,shit,,,violence / violence,2.0,Strong
shitfuck,fuck,shit,,sexual,2.2,Strong
shitfucker,fuck,shit,,sexual,2.4,Strong
shitfuckhead,fuck,shit,,other / general insult,2.6,Severe
shitfuckmotherfucker,motherfucker,shit,fuck,sexual,2.8,Severe
shitfucks,fuck,shit,,sexual,2.4,Strong
shitfudgefucker,fuck,shit,fudge packer,violence / violence,2.6,Severe
shitfvck,shit,fuck,,sexual,2.2,Strong
shithead,shit,,,violence / violence,1.8,Strong
shitheadfucker,fuck,shit,,sexual,2.8,Severe
shitheadfuckface,fuck,shit,,sexual,2.4,Strong
shitheads,shit,,,violence / violence,1.8,Strong
shithole,shit,,,sexual,1.8,Strong
shits,shit,,,violence / violence,1.0,Mild
shitsdick,shit,dick,,sexual,1.8,Strong
shitsfuck,fuck,shit,,sexual,2.2,Strong
shitsful,shit,,,violence / violence,1.0,Mild
shittastic,shit,,,violence / violence,1.2,Mild
shittasticfuck,fuck,shit,,violence / violence,2.2,Strong
shitte,shit,,,violence / violence,1.0,Mild
shitted,shit,,,violence / violence,1.2,Mild
shitter,shit,,,violence / violence,1.0,Mild
shitterfucker,fuck,shit,,sexual,2.6,Severe
shitti,shit,,,violence / violence,1.0,Mild
shitties,shit,,,violence / violence,1.0,Mild
shittiest,shit,,,violence / violence,1.2,Mild
shitting,shit,,,violence / violence,1.4,Mild
shittings,shit,,,violence / violence,1.2,Mild
shitty,shit,,,violence / violence,1.0,Mild
shitty mofoes,shit,motherfucker,,violence / violence,1.6,Strong
shittydick,shit,dick,,violence / violence,2.0,Strong
shittydicks,shit,dick,,sexual,2.0,Strong
shittyfuck,fuck,shit,,sexual,1.8,Strong
shittyfuckface,fuck,shit,,sexual,2.2,Strong
shittyful,shit,,,bad language,1.6,Strong
shlong,shlong,,,sexual,1.0,Mild
shmale,shemale,,,sexual orientation / sexual,1.4,Mild
shtfuk,shit,fuck,,other / general insult,1.8,Strong
shut the fuck up,fuck,,,other / general insult,2.2,Strong
shylock,shylock,,,racial / ethnic slurs,1.6,Strong
shytfeisterfuck,fuck,,,sexual,2.6,Severe
sissy,sissy,,,sexual orientation / sexual,1.0,Mild
sixty-nine,69,,,sexual,1.2,Mild
sk@nks,skank,,,sexual,1.6,Strong
sk@nky,skank,,,sexual orientation / sexual,1.0,Mild
sk@nkz,skank,,,sexual orientation / sexual,1.4,Mild
skank,skank,,,sexual orientation / sexual,1.8,Strong
skanks,skank,,,sexual orientation / sexual,1.2,Mild
skanky,skank,,,sexual orientation / sexual,1.4,Mild
skankz,skank,,,sexual orientation / sexual,1.6,Strong
sl@nteye,slant eye,,,racial / ethnic slurs,3.0,Severe
slag,slag,,,sexual orientation / sexual,1.6,Strong
slantard,retard,slant eye,,racial / ethnic slurs,2.8,Severe
slanteye,slant eye,,,racial / ethnic slurs,3.0,Severe
slanteye b1tch,bitch,slant eye,,racial / ethnic slurs,2.6,Severe
slanteyes,slant eye,,,racial / ethnic slurs,3.0,Severe
slanteyeshit,shit,slant eye,,violence / violence,3.0,Severe
slantfreak,slant eye,,,racial / ethnic slurs,2.6,Severe
slanty,slant eye,,,racial / ethnic slurs,2.6,Severe
slit,slit,,,sexual orientation / sexual,1.6,Strong
slut,slut,,,sexual orientation / sexual,2.0,Strong
slut hole,slut,,,sexual,2.4,Strong
sluts,slut,,,sexual orientation / sexual,1.6,Strong
slutty,slut,,,sexual orientation / sexual,1.8,Strong
snatch,snatch,,,sexual,1.0,Mild
snatch licker,snatch,,,sexual acts,2.8,Severe
soab,bitch,,,sexual,1.6,Strong
son o bitch,bitch,,,sexual orientation / sexual,1.6,Strong
son of a bitch,bitch,,,sexual,1.2,Mild
son-of-a-bitch,bitch,,,sexual,1.2,Mild
sonna bitch,bitch,,,sexual,1.2,Mild
sonofabitch,bitch,,,bad language,1.4,Mild
sonofbitches,bitch,,,sexual ,1.0,Mild
sons of b1tches,bitch,,,sexual orientation / sexual,1.6,Strong
sons of bitches,bitch,,,sexual,1.6,Strong
sons-of-bitches,bitch,,,sexual,1.4,Mild
sonz of bitchez,bitch,,,sexual orientation / sexual,1.8,Strong
soppy bollucks,bollocks,,,sexual,1.6,Strong
spanking,spank,,,sexual,1.0,Mild
sperm,sperm,,,violence / violence,1.0,Mild
sphincter,sphincter,,,sexual,1.0,Mild
spic,spic,,,racial / ethnic slurs,3.0,Severe
spicfuck,fuck,spic,,sexual,3.0,Severe
spick,spic,,,racial / ethnic slurs,2.8,Severe
spics,spic,,,racial / ethnic slurs,2.8,Severe
spicshit,spic,shit,,violence / violence,3.0,Severe
spig,spic,,,racial / ethnic slurs,2.6,Severe
spik,spic,,,racial / ethnic slurs,3.0,Severe
spix,spic,,,racial / ethnic slurs,3.0,Severe
spook,spook,,,racial / ethnic slurs,3.0,Severe
spooks,spook,,,racial / ethnic slurs,2.6,Severe
spunk,spunk,,,violence / violence,1.2,Mild
stfu,fuck,,,sexual,1.8,Strong
stump chewer,stump chewer,,,sexual,1.4,Mild
stupid fucker,fuck,,,sexual,2.4,Strong
stupid hoe,hoe,,,sexual orientation / sexual,2.4,Strong
stupidasses,ass,,,sexual,1.0,Mild
suck,suck,,,sexual,1.0,Mild
suck my cock,cock,,,sexual,2.2,Strong
suck my d,dick,,,sexual,1.8,Strong
suck my dick,dick,,,sexual,2.2,Strong
suck off,suck,,,sexual,1.8,Strong
sum of a bitch,bitch,,,other / general insult,1.4,Mild
sumbitch,bitch,,,sexual orientation / sexual,1.6,Strong
swine,swine,,,animal references,1.0,Mild
swine fucker,fuck,swine,,sexual,2.8,Severe
tacohead,tacohead,,,racial / ethnic slurs,2.4,Strong
tadger,tadger,,,sexual,1.4,Mild
taking the piss,taking the piss,,,violence / violence,1.0,Mild
tallywacker,tallywacker,,,sexual,1.2,Mild
tar-baby,tar-baby,,,racial / ethnic slurs,2.6,Severe
tard,retard,,,bad language,2.8,Severe
tard asses,ass,,,sexual,3.0,Severe
tart,tart,,,bad language,1.2,Mild
throat yogurt,throat yogurt,,,violence / violence,1.8,Strong
throater,throater,,,sexual,2.4,Strong
tickle the pickle,tickle the pickle,,,sexual,1.2,Mild
timber nigger,nigger,,,racial / ethnic slurs,3.0,Severe
tits,tit,,,sexual,1.0,Mild
tongue fucker,fuck,,,sexual,2.4,Strong
tongue fucking,fuck,,,sexual,2.8,Severe
tosser,tosser,,,other / general insult,1.2,Mild
tossing salad,tossing salad,,,sexual,1.8,Strong
towelhead,towelhead,,,racial / ethnic slurs,3.0,Severe
towelheads,towelhead,,,racial / ethnic slurs,3.0,Severe
towelshithead,towelhead,shit,,racial / ethnic slurs,2.6,Severe
tramp,tramp,,,sexual orientation / sexual,1.6,Strong
Tranny,tranny,,,sexual orientation / sexual,2.8,Severe
transvestite,transvestite,,,sexual orientation / sexual,2.4,Strong
trashb1tch,bitch,trash,,sexual orientation / sexual,1.8,Strong
trashbitch,bitch,trash,,sexual orientation / sexual,2.0,Strong
trashbitches,bitch,trash,,sexual orientation / sexual,1.4,Mild
trashbitchez,bitch,trash,,sexual orientation / sexual,1.2,Mild
trashbtch,bitch,trash,,sexual orientation / sexual,1.4,Mild
trasherbitch,bitch,trash,,sexual orientation / sexual,1.4,Mild
trasherbitchs,bitch,trash,,sexual orientation / sexual,1.2,Mild
trashybitches,bitch,,,sexual orientation / sexual,1.8,Strong
trouser snake,trouser snake,,,sexual,1.0,Mild
trousersnake,trousersnake,,,sexual,1.4,Mild
turdcutter,turd,,,other / general insult,1.6,Strong
turdhead,turd,,,violence / violence,1.6,Strong
tw@t,twat,,,sexual,1.8,Strong
twa+,twat,,,sexual,1.2,Mild
twat,twat,,,sexual,1.8,Strong
twat waffle,twat,,,sexual,2.0,Strong
twatface,twat,,,sexual,2.4,Strong
twats,twat,,,sexual,1.6,Strong
twatt,twat,,,sexual,1.6,Strong
twattish,twat,,,sexual,1.6,Strong
twatzilla,twat,,,sexual,2.0,Strong
twink,twink,,,sexual orientation / sexual,1.2,Mild
upskirts,upskirt,,,sexual,1.4,Mild
useless fucker,fuck,,,sexual,2.6,Severe
vag,vagina,,,sexual,1.2,Mild
vajayjay,vagina,,,sexual,1.2,Mild
vulva,vulva,,,sexual,1.0,Mild
w@nker,wank,,,sexual,1.2,Mild
w@nkers,wank,,,sexual,1.0,Mild
w4nk3r,wank,,,sexual,1.6,Strong
w4nker,wank,,,sexual,1.0,Mild
wang,wang,,,sexual,1.4,Mild
wang wrangler,wang,,,sexual,2.0,Strong
wank,wank,,,sexual,1.0,Mild
wank off,wank,,,sexual,1.0,Mild
wank3r,wank,,,sexual,1.0,Mild
wank3rs,wank,,,sexual,1.0,Mild
wankbastard,wank,bastard,,sexual,1.8,Strong
wanked,wank,,,sexual,1.2,Mild
wanker,wank,,,sexual,1.0,Mild
wankers,wank,,,sexual,1.0,Mild
wankies,wank,,,sexual,1.6,Strong
wanking,wank,,,sexual,1.0,Mild
wanks,wank,,,sexual,1.0,Mild
we1back,wetback,,,racial / ethnic slurs,2.6,Severe
weenie,weenie,,,sexual,1.0,Mild
weiner,weiner,,,sexual,1.0,Mild
wet back,wetback,,,racial / ethnic slurs,2.8,Severe
wetback,wetback,,,racial / ethnic slurs,3.0,Severe
wetbacks,wetback,,,racial / ethnic slurs,2.6,Severe
wh0r3,whore,,,sexual orientation / sexual,2.0,Strong
wh0re,whore,,,sexual orientation / sexual,2.0,Strong
whack off,whack off,,,sexual,1.2,Mild
what the fuck,fuck,,,other / general insult,2.2,Strong
whoar,whore,,,sexual orientation / sexual,1.8,Strong
whoars,whore,,,sexual orientation / sexual,2.0,Strong
whor3,whore,,,sexual orientation / sexual,1.8,Strong
whore,whore,,,sexual orientation / sexual,1.8,Strong
whores,whore,,,sexual orientation / sexual,2.0,Strong
wigger,nigger,,,racial / ethnic slurs,2.6,Severe
willy-whacker,willy-whacker,,,sexual,1.8,Strong
window licker,window licker,,,bad language,1.8,Strong
wise ass,ass,,,sexual,1.0,Mild
wnker,wank,,,sexual,1.0,Mild
wop,wop,,,racial / ethnic slurs,2.4,Strong
wophead,wop,,,racial / ethnic slurs,2.2,Strong
zip in the wire,zipperhead,,,racial / ethnic slurs,1.4,Mild
zipperhead,zipperhead,,,racial / ethnic slurs,2.4,Strong
arsehole,arsehole,,,bad language,1.8,Strong
bint,bint,,,bad language,1.6,Strong
arse,arse,,,sexual anatomy,1.2,Mild
son of bitch,son of bitch,,,bad language,2.0,Strong
tits,tits,,,bad language,1.8,Strong
feck,feck,,,bad language,1.6,Strong
bloody,bloody,,,violence,1.2,Mild
pissed off,pissed off,,,bad language,2.0,Strong
bugger,bugger,,,sexual,1.0,Mild
munter,smunter,,,bad language,1.6,Strong
bullshit,bullshit,,,bad language,1.4,Strong
bollocks,bollocks,,,bad language,1.8,Strong
goddam,goddam,,,bad language,1.2,Mild
arsehole,arsehole,,,bad language,1.8,Strong
bitch,bitch,,,bad language,1.8,Strong
damn,damn,,,bad language,1.0,Mild
pissed,pissed,,,bad language,1.8,Strong
jesus christ,jesus christ,,,bad language,1.0,Mild
shit,shit,,,bad language,2.0,Strong
sod off,sod off,,,bad language,1.0,Mild
motherfucker,motherfucker,,,bad language,3.0,Severe
minger,minger,,,bad language,1.0,Mild
cock,cock,,,sexual orientation / sexual,2.6,Severe
dickhead,dickhead,,,sexual orientation / sexual,2.8,Severe
dick,dick,,,sexual orientation / sexual,2.8,Severe
twat,twat,,,bad language,1.8,Strong
bellend,bellend,,,bad language,1.8,Strong
prick,prick,,,violence,2.8,Severe
bastard,bastard,,,violence,2.8,Severe
bloodclaat,bloodclaat,,,violence,2.8,Severe
gash,gash,,,violence,1.8,Strong 
pussy,pussy,,,sex orientation,2.8,Severe
snatch,snatch,,,bad language,2.4,Severe
punani,punani,,,bad language,2.4,Severe
beaver,beaver,,,bad language,2.8,Severe
violence,violence,,,violence,2.6,Severe
blood,blood,,,violence,2.0,Strong
